Title,Abstract,Year_Published,Publication Year,Source,Journal/Book,DOI,Download_URL,Keywords,MeSH_Terms,Authors,PMID,Citation,Create Date,PMCID,NIHMS ID,First Author,Reference
Effects of transcutaneous electrical nerve stimulation in postoperative total knee arthroplasty pain and intravenous analgesic requirement.,"Total Knee Arthroplasty (TKA) is a widely used procedure to relieve disability associated with advanced knee osteoarthritis. The management of postoperative TKA is crucial for the success of surgery and patient satisfaction. This study aims to determine the effects of integrating transcutaneous electrical nerve stimulation into standard postoperative TKA care on acute resting pain scores and intravenous analgesic requirements during the first three postoperative days. This randomised controlled trial was conducted from July to December 2022 at two hospitals in Lahore, Punjab, Pakistan. A total of 60 participants with TKA, aged 41 to 85 years, were recruited through purposive sampling. The control group received standard intravenous analgesics and postoperative rehabilitation, and the experimental group received transcutaneous electrical nerve stimulation (TENS) additionally. TENS was applied at a frequency of 85 Hz, pulse width of 120 µs, and at low intensity as tolerated. Pain was measured through the numeric pain rating scale, and analgesic requirements were monitored through the prescription chart. The results showed significant between-group differences in pain reduction (p < 0.001), whereas no statistically significant difference was observed in drug dose (p = 0.06) and frequency (p = 0.032/ corrected p = 0.0167). TENS was a useful integrated modality to conservative pharmacological management of pain after total knee arthroplasty.Trial registration: This trial was prospectively registered at ClinicalTrials.gov (Trial ID NCT05470244) on 13th July, 2022. https//clinicaltrials.gov/study/NCT05470244.",2026,2026,Scientific reports,Scientific reports,10.1038/s41598-026-54205-9,https://pubmed.ncbi.nlm.nih.gov/42177223/,"['Intravenous analgesics', 'Postoperative pain', 'Total knee arthroplasty', 'Transcutaneous electrical nerve stimulation']",[],"['Ayesha Jamil', 'Ahsan Javed', 'Muhammad Adeel', 'Muhammad Akram Naseem']",42177223,Scientific reports. 2026 May 23. doi: 10.1038/s41598-026-54205-9.,24-05-2026,,,Ayesha Jamil,Scientific reports. 2026 May 23. doi: 10.1038/s41598-026-54205-9.
Investigating pre-operative joint-level biomechanics in partial versus total knee arthroplasty.,"While knee osteoarthritis (OA) is incurable, end-stage OA can be managed surgically with partial knee arthroplasty (PKA) or total knee arthroplasty (TKA). Most studies that compare PKA and TKA cohorts rely on patient-reported outcome measures (PROMs) and lack objective joint-level biomechanics. The purpose of this study was to examine preoperative joint-level kinematics during multiple functional tasks including preferred-pace walking, fast-paced walking, and sit-to-stand alongside self-reported outcomes in patients that received partial versus total knee arthroplasty.",2026,2026,"Clinical biomechanics (Bristol, Avon)","Clinical biomechanics (Bristol, Avon)",10.1016/j.clinbiomech.2026.106877,https://pubmed.ncbi.nlm.nih.gov/42176495/,"['Biomechanics', 'Knee', 'Osteoarthritis', 'Partial knee arthroplasty', 'Total knee arthroplasty']",[],"['Madeline Rao Shishis', 'Fatima Gafoor', 'Matthew C Ruder', 'Vincenzo E Di Bacco', 'Kim Madden', 'Anthony Adili', 'Dylan Kobsar']",42176495,"Clinical biomechanics (Bristol, Avon). 2026 May 22. 137:106877. doi: 10.1016/j.clinbiomech.2026.106877.",24-05-2026,,,Madeline Rao Shishis,"Clinical biomechanics (Bristol, Avon). 2026 May 22. 137:106877. doi: 10.1016/j.clinbiomech.2026.106877."
Usability and Satisfaction with the WiseApp and CleverCap: A Culturally Adapted mHealth Intervention for Spanish-Speaking People Living with HIV in the Dominican Republic and New York City.,"Spanish-speaking people living with HIV face barriers to ART adherence and access to culturally appropriate digital tools. WiseApp, integrated with the CleverCap smart pill bottle, was culturally adapted for use in the Dominican Republic and New York City and evaluated within a binational randomized trial. Among 89 intervention participants, most reported high usability, satisfaction, and support for self-management. Findings support feasibility of culturally tailored mHealth interventions across diverse Spanish-speaking settings.",2026,2026,Studies in health technology and informatics,Studies in health technology and informatics,10.3233/SHTI260584,https://pubmed.ncbi.nlm.nih.gov/42175254/,"['Latino/Hispanic populations', 'antiretroviral therapy adherence', 'mHealth', 'people living with HIV', 'usability evaluation', 'user-centered design']","['Humans', 'Dominican Republic', 'New York City', 'HIV Infections', 'Telemedicine', 'Patient Satisfaction', 'Male', 'Female', 'Mobile Applications', 'Adult', 'Hispanic or Latino', 'Middle Aged', 'Self Care', 'White']","['Rebecca Schnall', 'Claudia L Michaels', 'Eunice Sánchez', 'Anthony Alexander', 'Jean Jimenez', 'Mina Halpern', 'Maeve Brin', 'Sergio Ozoria Ramírez', 'Samantha Stonbraker', 'Pamela Báez Caraballo']",42175254,Studies in health technology and informatics. 2026 May 21. 336:1945-1946. doi: 10.3233/SHTI260584.,23-05-2026,,,Rebecca Schnall,Studies in health technology and informatics. 2026 May 21. 336:1945-1946. doi: 10.3233/SHTI260584.
Design of an Interoperability Architecture for STAGE Person-Centred Applications for Clinicians and Ageing Citizens.,"This paper presents the HL7 FHIR-based interoperability architecture developed within the STAGE Project to enable the seamless integration of personalised decision support, health monitoring, and health coaching applications for the prevention and management of ageing with multi-morbidity. The architecture leverages international standards, including CDS Hooks, SMART on FHIR, and the International Patient Summary (IPS), to support vendor-agnostic data exchange and scalable deployment across healthcare settings.",2026,2026,Studies in health technology and informatics,Studies in health technology and informatics,10.3233/SHTI260504,https://pubmed.ncbi.nlm.nih.gov/42175175/,"['Healthy Ageing', 'Interoperability', 'Multi-morbidiy', 'Person-centered care']","['Humans', 'Health Information Interoperability', 'Patient-Centered Care', 'Decision Support Systems, Clinical', 'Health Level Seven', 'Systems Integration', 'Electronic Health Records', 'Aged', 'Aging']","['Gokce Banu Laleci Erturkmen', 'Bunyamin Sarigul', 'Mustafa Yuksel', 'Maria Bulgheroni', 'Michele Atzeni', 'Laura Headley', 'Marina Camacho', 'Carlos Martin-Isla', 'Birgit Linkohr', 'Erika Jarva', 'Sylvain Sebert']",42175175,Studies in health technology and informatics. 2026 May 21. 336:1644-1648. doi: 10.3233/SHTI260504.,23-05-2026,,,Gokce Banu Laleci Erturkmen,Studies in health technology and informatics. 2026 May 21. 336:1644-1648. doi: 10.3233/SHTI260504.
A Web3-Based Patient-Centric Health Data Management System.,"This paper presents a Web3-based healthcare system integrated with the Republic of Korea's MyHealthWay platform for secure and user-controlled management of personal health data. The system combines decentralized identifiers, smart contracts, distributed storage, and the HL7 FHIR standard to support decentralized authentication, access control, and interoperability. A conceptual demonstrator, HealthCube, validates feasibility by enabling privacy-preserving health data processing through computation on encrypted data without exposing original information.",2026,2026,Studies in health technology and informatics,Studies in health technology and informatics,10.3233/SHTI260483,https://pubmed.ncbi.nlm.nih.gov/42175155/,"['Blockchain', 'Data Management', 'Data Privacy', 'MyHealthWay', 'Web3']","['Computer Security', 'Republic of Korea', 'Humans', 'Electronic Health Records', 'Confidentiality', 'Patient-Centered Care', 'Health Records, Personal', 'Internet']","['Dongjae Shin', 'Minseon Park', 'Hyung-Jin Yoon']",42175155,Studies in health technology and informatics. 2026 May 21. 336:1585-1586. doi: 10.3233/SHTI260483.,23-05-2026,,,Dongjae Shin,Studies in health technology and informatics. 2026 May 21. 336:1585-1586. doi: 10.3233/SHTI260483.
On-demand formation of ultrathin liquid metal hydrogel tattoos for conformal and low-impedance bioelectronics.,"Ultrathin conductive hydrogels provide conformal and stable contact for flexible bioelectronics, which is critical for achieving the low impedance necessary for high-quality electrophysiological signal acquisition. However, their low modulus has made these hydrogel devices difficult to fabricate and handle. To overcome this, we present an on-demand formation strategy for creating ready-to-use, ultrathin (down to 1 micrometer) hydrogel-based bioelectronics that combine tissue-like softness with ready-to-use functionality. By using cross-linked electrospun polyvinyl alcohol (PVA) fiber mats, we produce liquid metal-patterned hydrogel tattoos (LMHTs). These devices transform from easy-to-handle dry films into adhesive, conformal hydrogel interfaces upon hydration. The resulting LMHTs are ultralight (0.9 milligrams per square centimeter), exhibit ultralow skin contact impedance (1.2 kilohms at 1 kilohertz), and show outstanding biocompatibility. We demonstrate their utility in diverse on-skin and implantable applications, including electrocardiogram recording, multichannel electromyogram mapping, neuromuscular electrical stimulation, and in vivo cardiac monitoring on a beating rat heart. This work offers a scalable and practical approach for generating high-performance, ultrathin hydrogel bioelectronics.",2026,2026,Science advances,Science advances,10.1126/sciadv.aee2233,https://pubmed.ncbi.nlm.nih.gov/42172340/,[],"['Hydrogels', 'Animals', 'Polyvinyl Alcohol', 'Electric Impedance', 'Rats', 'Tattooing', 'Humans', 'Metals']","['Yichun Ding', 'Fan Chen', 'Yizhou Jiang', 'Yufei Zhang', 'Xian Song', 'Jiaheng Liang', 'Zixuan Zhu', 'Muzhe Chen', 'Hong Hu', 'Chi Zhang', 'Leni Zhong', 'Yanhuan Huang', 'Qingtang Zeng', 'Xiaoling Hu', 'Qiyao Huang', 'Xingyu Jiang', 'Zijian Zheng']",42172340,Science advances. 2026 May 22. 12(21):eaee2233. doi: 10.1126/sciadv.aee2233.,22-05-2026,PMC13196773,,Yichun Ding,Science advances. 2026 May 22. 12(21):eaee2233. doi: 10.1126/sciadv.aee2233.
Harnessing the gut microbiota to enhance immune checkpoint inhibitor efficacy: from mechanistic insights to clinical translation.,"Immune checkpoint inhibitors (ICIs) targeting PD-1/PD-L1 and CTLA-4 pathways have revolutionized cancer therapy, yet their efficacy is frequently limited by primary or secondary resistance. Emerging evidence underscores the gut microbiota as a decisive regulator of ICI therapeutic outcomes. This review systematically delineates the multi-dimensional mechanisms through which the microbiota modulates anti-tumor immunity, specifically focusing on the molecular remodeling of immune signaling by microbial metabolites such as short-chain fatty acids (SCFAs) and bile acids, cross-reactive immunity driven by antigenic molecular mimicry, and the spatial restructuring of the tumor microenvironment mediated by the gut-tumor axis. Clinically, fecal microbiota transplantation (FMT) has demonstrated the potential to reverse ICI resistance, while the development of live biotherapeutic products (LBPs) and precise prebiotic combinations offers a standardized path for niche-specific intervention. Despite these advances, critical challenges persist, including the biological mismatch in cross-species animal models, the context-dependency arising from individualized microbial signatures, and the cognitive gap in the temporal dynamics of microbe-drug interactions. Deciphering the non-linear correlation between microbial succession and host immune response will be essential for integrating microbiota-driven strategies into personalized oncology frameworks.",2026,2026,Molecular biology reports,Molecular biology reports,10.1007/s11033-026-11988-4,https://pubmed.ncbi.nlm.nih.gov/42171928/,"['Fecal microbiota transplantation', 'Gut microbiota', 'Immune checkpoint inhibitors', 'Live biotherapeutic products']","['Humans', 'Gastrointestinal Microbiome', 'Immune Checkpoint Inhibitors', 'Animals', 'Neoplasms', 'Tumor Microenvironment', 'Fecal Microbiota Transplantation', 'Immunotherapy', 'Translational Research, Biomedical']","['Qinsheng Bi', 'Liangyi Zhang', 'Hejia Wan', 'Jiaxin Zhang']",42171928,Molecular biology reports. 2026 May 22. 53(1). doi: 10.1007/s11033-026-11988-4.,22-05-2026,8220726,,Qinsheng Bi,Molecular biology reports. 2026 May 22. 53(1). doi: 10.1007/s11033-026-11988-4.
Advances in Technology-Assisted Visual Rehabilitation Therapies: Scoping Review.,"Visual impairment (VI) is a growing condition associated with aging, neurological diseases, and chronic eye conditions. In 2023, more than 2.2 billion people experienced VI, and at least 1 billion could have been prevented or remain untreated. Visual rehabilitation (VR) is essential for optimizing residual vision and promoting functional independence; however, only a minority have access to these services. In recent years, the development of technologies such as artificial intelligence (AI), mobile applications, and virtual reality (VRt) has transformed VR, offering accessible and personalized alternatives. This scoping review aimed to map and categorize the available evidence on technology-assisted visual rehabilitation therapies, identifying the types of technologies used, their applications, and reported clinical and functional outcomes. A scoping review was conducted following the Joanna Briggs Institute (JBI) methodology and PRISMA-ScR guidelines to map the literature published between 2015 and 2025 on technology-assisted VR therapies in adults with VI worldwide. Twenty-five studies, mainly from developed countries, were included. Interventions included videoconferencing, computerized systems, portable devices, VRt, artificial vision (AV), and smart sensors. Overall, digital technologies were shown to improve visual function, autonomy, and quality of life, with high patient satisfaction and adherence. Telerehabilitation (TR), understood as the remote delivery of visual rehabilitation services through videoconferencing and digital monitoring platforms, has emerged as a viable and cost-effective strategy. In contrast, immersive virtual reality technologies (VRt), head-mounted display systems, and multisensory integration devices have demonstrated potential to stimulate neuroplasticity and enhance functional visual outcomes.Telerehabilitation platforms, immersive virtual reality systems, portable electronic vision enhancement devices, artificial vision technologies, and sensor-based monitoring tools are emerging as promising interventions. These technologies have demonstrated improvements in visual acuity, reading performance, visual field sensitivity, patient adherence, and functional autonomy, although most studies remain small-scale and geographically concentrated in high-income settings.",2026,2026,Journal of medical systems,Journal of medical systems,10.1007/s10916-026-02410-4,https://pubmed.ncbi.nlm.nih.gov/42171867/,"['Artificial Intelligence', 'Technology', 'Telerehabilitation', 'Visual Impairment', 'Visual Rehabilitation']","['Humans', 'Vision Disorders', 'Telerehabilitation', 'Virtual Reality', 'Artificial Intelligence', 'Telemedicine', 'Quality of Life']","['Mariana Saiz Briceño', 'Maria Paula Trujillo López', 'Laura Valentina Botia Suárez', 'Juan Camilo Tobo Hernández', 'Erwin Hernando Hernández Rincón']",42171867,Journal of medical systems. 2026 May 22. 50(1). doi: 10.1007/s10916-026-02410-4.,22-05-2026,PMC13197244,,Mariana Saiz Briceño,Journal of medical systems. 2026 May 22. 50(1). doi: 10.1007/s10916-026-02410-4.
Effect of carbon black nanoparticles on the albumin secondary structure.,"Nano-particulate air pollutants-particularly fine particle matter (PM2.5)-may cause several health issues, such as the accumulation of misfolded proteins in developing brains. However, the physicochemical molecular mechanism underlying nanoparticle (NP) toxicity remains poorly understood. This study investigates the effects of carbon black (CB) NPs (CB-NPs), with different surface properties and particle sizes, on the secondary structure of bovine serum albumin (BSA) using Fourier transform infrared and circular dichroism (CD) spectroscopic techniques, complemented by molecular dynamics (MD) simulations. The BSA sample incubated with CB-NPs exhibited no significant change when analyzed with excess BSA unbound to the NPs; however, CD spectroscopy revealed that Printex 90-a CB-NP with a smaller primary particle size and a more defective graphene structure-induced a notable change in the secondary structure of the adsorbed BSA. This change was characterized by a decrease in α-helix content and an increase in β-sheets. MD simulations further supported these findings, signifying that BSA monomers were adsorbed onto the CB-NP surface, leading to restricted protein mobility. This study provides crucial molecular-level insight into the role of carbonaceous NPs in triggering protein unfolding, a crucial step in NP toxicity.",2026,2026,Environmental science. Processes & impacts,Environmental science. Processes & impacts,10.1039/d5em00868a,https://pubmed.ncbi.nlm.nih.gov/42171124/,[],[],"['Yuta Takahashi', 'Samal Kaumbekova', 'Naoya Sakaguchi', 'Atsuto Onoda', 'Toshiyuki Watanabe', 'Masakazu Umezawa']",42171124,Environmental science. Processes & impacts. 2026 May 19. doi: 10.1039/d5em00868a.,22-05-2026,,,Yuta Takahashi,Environmental science. Processes & impacts. 2026 May 19. doi: 10.1039/d5em00868a.
Toward a National Health Digital and Data Architecture: Laying the Foundation for Digital Transformation: Commission on Investment Imperatives for a Healthy Nation.,,2026,2026,NAM perspectives,NAM perspectives,10.31478/202603b,https://pubmed.ncbi.nlm.nih.gov/42169969/,[],[],"['Amy Abernethy', 'Nasim Afsar', 'Brian Anderson', 'Wanda Barfield', 'Monica Bharel', 'Jeffrey Brown', 'Peter Embí', 'Adam Eschenlauer', 'William Gordon', 'Susan Gregurick', 'Brent James', 'Anupam Jena', 'Peter Lee', 'Thomas Maddox', 'Kenneth Mandl', 'Ravi Parikh', 'Larra Petersen-Lukenda', 'Troy Sarich', 'Abdul Shaikh', 'Peter Speyer', 'Kenneth Yale']",42169969,NAM perspectives. 2026. 2026. doi: 10.31478/202603b.,22-05-2026,PMC13189397,,Amy Abernethy,NAM perspectives. 2026. 2026. doi: 10.31478/202603b.
A study on physicians' perceptions of privacy in the context of the e-Nabiz (e-Pulse) in the Turkish healthcare system.,"This study examines physicians' perceptions of privacy and data protection in Turkey's national personal health record system, e-Nabız. While e-Nabız enhances continuity of care through centralized access to prescriptions, laboratory results, imaging, and clinical records, its centralized governance model raises concerns regarding unauthorized access, accountability, and alignment with professional privacy norms. To empirically investigate these concerns, we conducted a survey with 309 healthcare professionals. The results reveal a pronounced usage-trust paradox: although system usage is high (87%), only 56% of respondents consider existing data-protection mechanisms adequate, and a substantial proportion express concerns about potential misuse or leakage of health data. Importantly, physicians' concerns are not primarily directed at the absence of role-based access control (RBAC), but at the lack of verifiable enforcement, transparent oversight, and tamper-evident auditability of access decisions. This indicates a perceived misalignment between expected information flows grounded in the physician-patient confidentiality context and the opaque governance of access practices within the system. Based on these findings, the study derives a governance-oriented design implication: a supplementary layer in which RBAC decisions and access events are recorded through blockchain-supported immutable logs and smart contracts to enhance accountability and auditability. The proposed approach does not store medical data on the blockchain; rather, it aims to make authorization and access histories verifiable and resistant to manipulation. The study contributes a physician-centered empirical assessment of privacy governance in a nationwide digital health system and highlights the importance of transparent, enforceable access governance for sustaining professional trust.",2026,2026,Scientific reports,Scientific reports,10.1038/s41598-026-53539-8,https://pubmed.ncbi.nlm.nih.gov/42168305/,"['Auditability', 'Blockchain', 'Health data privacy', 'Role-based access control', 'Smart contracts', 'e-Nabız']",[],"['Cihan Unal', 'Hakan Yildirim']",42168305,Scientific reports. 2026 May 21. doi: 10.1038/s41598-026-53539-8.,22-05-2026,,,Cihan Unal,Scientific reports. 2026 May 21. doi: 10.1038/s41598-026-53539-8.
Lessons from Smart Cart 2.0: Considerations for integrating purchasing data into healthy eating interventions with AI approaches.,"The increasing prevalence of chronic diseases related to suboptimal diet quality in the US and worldwide contributes to burgeoning healthcare costs and excess death and disability. Changing dietary intake is essential but difficult because dietary behaviors stem from interconnected biological, psychological, environmental, and social factors that are rarely comprehensively addressed in interventions. Emerging digital technologies present a paradox in food environments: some facilitate healthier eating while other practices, like targeted marketing and price manipulation, exploit behavioral vulnerabilities and promote poor dietary habits. Smart Cart 2.0 - a personalized digital healthy eating intervention using artificial intelligence (AI) and machine learning (ML) to detect patterns and influence dietary choices - offers critical lessons for health technology design. This perspective contends that improving digital dietary behavior interventions hinges on responsible implementation: fully leveraging technology's promise while establishing safeguards against premature adoption. With appropriate guardrails, digital technologies provide tremendous opportunity to improve the delivery, personalization, and scalability of healthy eating interventions.",2026,2026,The Journal of nutrition,The Journal of nutrition,10.1016/j.tjnut.2026.101604,https://pubmed.ncbi.nlm.nih.gov/42167530/,"['artificial intelligence', 'digitalized food environments', 'food purchasing', 'machine learning', 'personalized dietary interventions']",[],"['Maya K Vadiveloo', 'Alison Tovar', 'Anne N Thorndike']",42167530,The Journal of nutrition. 2026 May 20. 101604. doi: 10.1016/j.tjnut.2026.101604.,22-05-2026,,,Maya K Vadiveloo,The Journal of nutrition. 2026 May 20. 101604. doi: 10.1016/j.tjnut.2026.101604.
"Updated trends in the global prevalence and burden of mental disorders, 1990-2023: a systematic analysis for the Global Burden of Disease Study 2023.","The 2023 iteration of the Global Burden of Diseases, Injuries, and Risk Factors Study (GBD) estimated prevalence, incidence, and health burden for 375 diseases and injuries, including 12 mental disorders. We assess past, current, and emerging trends in the prevalence and burden of mental disorders across sexes and age groups, for 21 regions, 204 countries and territories, and by Socio-demographic Index (SDI) quintile, from 1990 to 2023.",2026,2026,"Lancet (London, England)","Lancet (London, England)",10.1016/S0140-6736(26)00519-2,https://pubmed.ncbi.nlm.nih.gov/42167272/,[],"['Female', 'Humans', 'Male', 'Disability-Adjusted Life Years', 'Global Burden of Disease', 'Global Health', 'Incidence', 'Mental Disorders', 'Prevalence', 'Quality-Adjusted Life Years', 'Risk Factors', 'Age Factors', 'Sex Factors', 'Sociodemographic Factors']",['GBD 2023 Mental Disorder Collaborators'],42167272,"Lancet (London, England). 2026 May 23. 407(10543):2040-2064. doi: 10.1016/S0140-6736(26)00519-2.",22-05-2026,,,GBD 2023 Mental Disorder Collaborators,"Lancet (London, England). 2026 May 23. 407(10543):2040-2064. doi: 10.1016/S0140-6736(26)00519-2."
Two-Year Outcomes Following Treatment of Painful Lumbar Degenerative Disc Disease with a Percutaneous Polymer-Based Hydrogel Intradiscal Augmentation Implant.,"Prospective, single arm, multicenter, feasibility study.",2026,2026,Spine,Spine,10.1097/BRS.0000000000005735,https://pubmed.ncbi.nlm.nih.gov/42166623/,"['Chronic low back pain', 'annulus fibrosus', 'degenerative disc disease', 'disc augmentation', 'hydrogel', 'implant', 'intervertebral disc', 'lumbar', 'lumbar disc level L1-S1', 'minimally invasive procedure.', 'nucleus pulposus', 'percutaneous treatment']",[],"['Olivier Clerk-Lamalice', 'Alfonso Spath', 'Kimberly Carcary', 'Kasra Amirdelfan', 'Pierce D Nunley', 'Douglas P Beall']",42166623,Spine. 2026 May 06. doi: 10.1097/BRS.0000000000005735.,21-05-2026,,,Olivier Clerk-Lamalice,Spine. 2026 May 06. doi: 10.1097/BRS.0000000000005735.
Q-Learning with clustered-SMART (cSMART) data: examining moderators in the construction of clustered adaptive interventions.,"A clustered adaptive intervention (cAI) is a prespecified sequence of decision rules that guides practitioners on how best-and based on which measures-to tailor cluster-level intervention to improve outcomes at the level of individuals within the clusters. A clustered sequential multiple assignment randomized trial (cSMART) is a type of trial that is used to inform the empirical development of a cAI. A common analytic goal in a cSMART focuses on assessing causal effect moderation by candidate tailoring variables. We introduce a clustered Q-learning framework with the M-out-of-N cluster bootstrap using data from a cSMART to evaluate whether a set of candidate tailoring variables may be useful in defining an optimal cAI. This approach could construct confidence intervals (CIs) with near-nominal coverage to assess parameters indexing the causal effect moderation function. Specifically, it allows reliable inferences concerning the utility of candidate tailoring variables in constructing a cAI that maximizes a mean end-of-study outcome even when ""non-regularity,"" a well-known challenge, exists. Simulations demonstrate the numerical performance of the proposed method across varying non-regularity conditions and investigate the impact of varying numbers of clusters and intra-cluster correlation coefficients on CI coverage. Methods are applied on the ADEPT dataset to inform the construction of a clinic-level cAI for improving evidence-based practice in treating mood disorders.",2026,2026,Biometrics,Biometrics,10.1093/biomtc/ujag078,https://pubmed.ncbi.nlm.nih.gov/42166189/,"['causal inference', 'evidence-based practices', 'implementation science', 'mood disorders', 'statistical learning']","['Humans', 'Cluster Analysis', 'Randomized Controlled Trials as Topic', 'Computer Simulation', 'Biometry', 'Models, Statistical']","['Yao Song', 'Kelly Speth', 'Amy Kilbourne', 'Andrew Quanbeck', 'Daniel Almirall', 'Lu Wang']",42166189,Biometrics. 2026 Apr 09. 82(2). doi: 10.1093/biomtc/ujag078.,21-05-2026,PMC13192251,,Yao Song,Biometrics. 2026 Apr 09. 82(2). doi: 10.1093/biomtc/ujag078.
Australian key stakeholder views regarding implementation of atrial fibrillation screening: a qualitative evaluation.,To understand the issues impacting atrial fibrillation (AF) screening and what needs to be considered for a successful national screening programme in Australia.,2026,2026,BMJ open,BMJ open,10.1136/bmjopen-2025-109404,https://pubmed.ncbi.nlm.nih.gov/42161540/,"['Implementation Science', 'Mass Screening', 'Pacing & electrophysiology', 'Primary Care', 'QUALITATIVE RESEARCH']","['Humans', 'Atrial Fibrillation', 'Australia', 'Qualitative Research', 'Mass Screening', 'Stakeholder Participation', 'Interviews as Topic', 'Male', 'Female']","['Kirsty Mckenzie', 'Ben Freedman', 'Anushka Jacob', 'Rakesh Narendra Modi', 'Nicole Lowres']",42161540,BMJ open. 2026 May 20. 16(5):e109404. doi: 10.1136/bmjopen-2025-109404.,21-05-2026,PMC13202094,,Kirsty Mckenzie,BMJ open. 2026 May 20. 16(5):e109404. doi: 10.1136/bmjopen-2025-109404.
"Correction to ""Hybrid CNN-GCN framework for brain tumor MRI classification: A graph-based approach to smart healthcare diagnostics"".",,2026,2026,Journal of applied clinical medical physics,Journal of applied clinical medical physics,10.1002/acm2.70596,https://pubmed.ncbi.nlm.nih.gov/42159089/,[],[],[],42159089,Journal of applied clinical medical physics. 2026 May. 27(5):e70596. doi: 10.1002/acm2.70596.,20-05-2026,,,,Journal of applied clinical medical physics. 2026 May. 27(5):e70596. doi: 10.1002/acm2.70596.
"Digital health needs for long-term continuity care in older adult patients: a cross-sectional study under the ""internet +"" model.","The ""Internet+"" initiative offers new possibilities for addressing the complex health needs of aging populations. This cross-sectional study aims to investigate the demands for long-term continuous care among older adult patients with neurological disorders and to identify the key factors influencing these needs within the context of a digital health framework.",2026,2026,Frontiers in public health,Frontiers in public health,10.3389/fpubh.2026.1763772,https://pubmed.ncbi.nlm.nih.gov/42158185/,"['Internet +', 'continuous nursing', 'cross-sectional study', 'digital health', 'needs assessment', 'older adult patients']","['Humans', 'Cross-Sectional Studies', 'Male', 'Female', 'Aged', 'Long-Term Care', 'Continuity of Patient Care', 'Aged, 80 and over', 'Surveys and Questionnaires', 'Middle Aged', 'Nervous System Diseases', 'Health Services Needs and Demand', 'Telemedicine', 'Digital Health']","['ChunLing Sun', 'MinJie Ji', 'Fang Zhao', 'Xin Hu', 'BingQing Wang']",42158185,Frontiers in public health. 2026. 14:1763772. doi: 10.3389/fpubh.2026.1763772.,20-05-2026,PMC13180841,,ChunLing Sun,Frontiers in public health. 2026. 14:1763772. doi: 10.3389/fpubh.2026.1763772.
Development of a high-performance in-memory database architecture for intelligent video surveillance in critical patient care.,"This research aims to engineer a specialized, high-speed database architecture tailored for intelligent video surveillance in critical healthcare environments. The primary objective is to overcome the input/output operations per second (IOPS) bottlenecks and latency issues inherent in traditional SQL and general-purpose NoSQL systems, which impede real-time clinical decision-making.",2026,2026,Frontiers in digital health,Frontiers in digital health,10.3389/fdgth.2026.1807507,https://pubmed.ncbi.nlm.nih.gov/42158173/,"['big data visualization', 'healthcare informatics', 'in-memory database', 'intelligent video surveillance', 'real-time analytics']",[],"['Ramesh Kumar Veerapaneni', 'Radhakrishnan Delhibabu', 'Alexey Subbotin', 'Nataly Zhukova']",42158173,Frontiers in digital health. 2026. 8:1807507. doi: 10.3389/fdgth.2026.1807507.,20-05-2026,PMC13180876,,Ramesh Kumar Veerapaneni,Frontiers in digital health. 2026. 8:1807507. doi: 10.3389/fdgth.2026.1807507.
Smart city development and medical service performance: evidence from a province-level panel study in China.,"This study examines whether smart city development is associated with improvements in medical service performance across Chinese provinces, addressing the limited large-scale quantitative evidence on digital governance and healthcare systems in developing-country contexts.",2026,2026,International journal of public health,International journal of public health,10.3389/ijph.2026.1609627,https://pubmed.ncbi.nlm.nih.gov/42158041/,"['China', 'digital governance', 'healthcare systems', 'medical service performance', 'smart city development']","['China', 'Humans', 'Quality of Health Care', 'Delivery of Health Care', 'Cities']","['Xu Shao', 'Xi Liu', 'Jie Che', 'Bing Yang']",42158041,International journal of public health. 2026. 71:1609627. doi: 10.3389/ijph.2026.1609627.,20-05-2026,PMC13180713,,Xu Shao,International journal of public health. 2026. 71:1609627. doi: 10.3389/ijph.2026.1609627.
Digital health literacy scale in older adults: A study on the validity and reliability of the Turkish version.,"Smart healthcare services and digital therapeutics are rapidly spreading, making digital health literacy skills critically important to benefit from these services. This is especially essential for older adults, who often need consistent health management. However, in Turkey, no suitable scale currently exists to measure digital health literacy among older adults. Therefore, This research aims to translate the Digital Health Literacy Scale to Turkish and assess its validity and reliability for elderly individuals.",2026,2026,"Geriatric nursing (New York, N.Y.)","Geriatric nursing (New York, N.Y.)",10.1016/j.gerinurse.2026.104101,https://pubmed.ncbi.nlm.nih.gov/42155325/,"['Confirmatory factor analysis', 'Digital health care', 'Digital health literacy', 'Mobile phone', 'Older adults']",[],"['Gülcan Bahcecioglu Turan', 'Mizgin Demir', 'Zülfünaz Özer']",42155325,"Geriatric nursing (New York, N.Y.). 2026 May 18. 71:104101. doi: 10.1016/j.gerinurse.2026.104101.",20-05-2026,,,Gülcan Bahcecioglu Turan,"Geriatric nursing (New York, N.Y.). 2026 May 18. 71:104101. doi: 10.1016/j.gerinurse.2026.104101."
