Title,Abstract,Year_Published,Publication Year,Source,Journal/Book,DOI,Download_URL,Keywords,MeSH_Terms,Authors,PMID,Citation,Create Date,PMCID,NIHMS ID,First Author,Reference
Integrated multi-omics identifies distinct macrophage alterations during progression of metabolic dysfunction-associated steatohepatitis.,"Metabolic dysfunction-associated steatotic liver disease (MASLD) is a chronic condition impacting over 30% population, yet the dynamic changes in macrophage composition from steatosis to steatohepatitis (metabolic dysfunction-associated steatohepatitis, MASH) remain unclear. Here, by integrating single-nucleus transcriptomics, spatial multi-omics and proteomics on human samples, we delineate the evolving landscape of hepatic macrophages across the MASLD spectrum. Our analysis reveals a progressive depletion of Kupffer cells accompanied by the emergence of diverse, phenotypically distinct macrophage subsets. Spatial multi-omics further demonstrates that disease progression toward MASH is marked by an accumulation of antigen-presenting, phagocytic GPNMB",2026,2026,Nature genetics,Nature genetics,10.1038/s41588-026-02600-3,https://pubmed.ncbi.nlm.nih.gov/42151416/,[],[],"['Markus Boesch', 'Seray Anak', 'Dania El Abyad', 'Tessa Ostyn', 'Asier Antoranz', 'Trieu My Van', 'Daniel Newhouse', 'Caitlyn Myers', 'Lukas Van Melkebeke', 'Jeremy Palmer', 'Najmeh Saffarzadeh', 'Jonathan Sai-Hong Chui', 'Rita Feio-Azevedo', 'Lena Smets', 'Gautam Shankar', 'Nikolina Dubroja Lakić', 'Paula Longás Calvo', 'Thierry Voet', 'James Clark', 'Simon Cockell', 'Matthias Lannoo', 'Ellen Deleus', 'Joris Jaekers', 'Halit Topal', 'Baki Topal', 'Kai Markus Schneider', 'Michele Vacca', 'Michael Allison', 'Mattias Ekstedt', 'Jerome Boursier', 'Elisabetta Bugianesi', 'Vlad Ratziu', 'Frederik De Smet', 'Bram Boeckx', 'Ann K Daly', 'Jörn M Schattenberg', 'Jef Verbeek', 'Francesca Bosisio', 'Diether Lambrechts', 'Tania Roskams', 'Carolin V Schneider', 'Sven Francque', 'Hannelie Korf', 'Anetta Härtlova', 'Dina Tiniakos', 'Quentin M Anstee', 'Schalk van der Merwe', 'Olivier Govaere']",42151416,Nature genetics. 2026 May 18. doi: 10.1038/s41588-026-02600-3.,19-05-2026,10132975,,Markus Boesch,Nature genetics. 2026 May 18. doi: 10.1038/s41588-026-02600-3.
HybridTrust: on-device federated learning with crypto-agile security for legacy and quantum-safe medical devices.,"The process of migration of IoMT systems in healthcare into post-quantum cryptographic systems is expected to be a gradual one. Here, existing ECC-based devices alongside newly developed quantum-resistant devices will be operating within the same healthcare ecosystem. However, there exists an important interoperability challenge posed by the need for collaboration within the domain of edge intelligence in critical life situations like ICU monitoring. This paper presents HybridTrust, an on-device federated TinyML framework designed to enable secure collaboration among legacy, post-quantum, and hybrid IoMT devices during the post-quantum cryptography migration period. Unlike wearable IoMT systems, HybridTrust targets mains-powered ICU monitoring devices, where cryptographic flexibility, clinical fidelity, and security can be prioritized without strict battery constraints. The novelty of HybridTrust lies in its crypto-agile and deployment-oriented design rather than in proposing a new machine-learning algorithm. The framework integrates a dynamic crypto-negotiation protocol that selects the strongest mutually supported scheme among ECC, ML-KEM-512, and hybrid ECC-ML-KEM operation; a compact 931-byte hybrid certificate format suitable for ESP32-class microcontrollers; a regulatory compliance scorecard mapping cryptographic choices to HIPAA, GDPR, FDA, and NIST expectations; and a tree-concatenation-based model fusion strategy for maintaining clinical utility under non-IID hospital data distributions. HybridTrust is evaluated using a clinician-validated synthetic ICU dataset distributed across five simulated hospitals in an OMNeT++ environment. The framework achieves an average anomaly detection accuracy of 90.5% while introducing only 0.09-0.43 ms quantum-safe cryptographic overhead per operation. These results indicate that secure post-quantum transition, legacy interoperability, and real-time ICU monitoring can be jointly supported without imposing prohibitive latency or deployment overhead. HybridTrust therefore provides a practical pathway for backward-compatible, crypto-agile, and quantum-resilient IoMT deployment in critical-care environments.",2026,2026,Scientific reports,Scientific reports,10.1038/s41598-026-52891-z,https://pubmed.ncbi.nlm.nih.gov/42151390/,"['Crypto-agile security', 'Edge learning', 'Federated learning', 'Internet of Medical Things (IoMT)', 'Non-IID data', 'Post-quantum transition', 'Real-time ICU monitoring', 'TinyML']",[],"['Umar Hayat Khan', 'Rahim Khan', 'Samia Allaoua Chelloug', 'Fahad Alturise', 'Shahbaz Khan', 'Salem Alkhalaf']",42151390,Scientific reports. 2026 May 18. doi: 10.1038/s41598-026-52891-z.,19-05-2026,,,Umar Hayat Khan,Scientific reports. 2026 May 18. doi: 10.1038/s41598-026-52891-z.
Sustained improvement in caregiver-reported infant demographic collection: a pilot towards equitable outcomes in the neonatal intensive care unit.,"Infant mortality disparities, with prematurity among the leading causes of death, make it critical for neonatal intensive care units (NICUs) to assess internal demographic and outcomes data. Assessment of a delivery hospital NICU within a large children's hospital system revealed ""Unavailable"" infant race among the top demographic categories.",2026,2026,Journal of perinatology : official journal of the California Perinatal Association,Journal of perinatology : official journal of the California Perinatal Association,10.1038/s41372-026-02676-z,https://pubmed.ncbi.nlm.nih.gov/42151372/,[],[],"['Megan Barcroft', 'Bret Davis', 'Roopali Bapat', 'Tara Cosgrove', 'Stephanie Napolitano']",42151372,Journal of perinatology : official journal of the California Perinatal Association. 2026 May 18. doi: 10.1038/s41372-026-02676-z.,19-05-2026,8809476,,Megan Barcroft,Journal of perinatology : official journal of the California Perinatal Association. 2026 May 18. doi: 10.1038/s41372-026-02676-z.
Perspectives and lessons from a community-based collaborative eye care model in Singapore.,"The Primary Eye Care (PEC) model aimed to right-site patients with non-complex eye conditions by upskilling optometrists. However, there is a paucity of studies examining healthcare professionals' and patients' perceptions and context that influenced implementation of community-based eye care model. This study aimed to explore contextual factors (e.g., interprofessional relationships, patients' perceptions) that influenced implementation of PEC and potential strategies to the identified barriers. Qualitative research design was adopted to elicit the experiences of patients and healthcare professionals. Eight focus group discussions (FGDs) and four in-depth interviews (IDIs) were conducted with 32 healthcare professionals, and 12 IDIs were conducted with 14 patients/caregivers between June 2023 to March 2024. Interviews were transcribed and analysed thematically using an inductive approach. Three themes were identified that influenced the implementation of PEC. First, a bidirectional ophthalmologist-optometrists partnership supported implementation and maintenance of high-quality care. PEC's high-quality care experienced by the ophthalmologists influenced their motivation to refer patients to PEC paving the way for responsibility transfer and role expansion. Second, limited interprofessional interactions between primary care physicians and optometrists impacted the awareness of PEC's services and quality of care, dampening referral motivation. Third, patients' awareness of PEC integration with hospital services and optometrists' capability influenced acceptance of PEC referrals. To enhance primary care physicians' awareness and address patients' concern on PEC integration with hospital services, PEC team will need to prioritise active engagement with primary care physicians and dissemination of interactive patient education.",2026,2026,Scientific reports,Scientific reports,10.1038/s41598-026-53452-0,https://pubmed.ncbi.nlm.nih.gov/42151342/,[],[],"['Wanfen Yip', 'Adeline Kon', 'Michelle Jessica Pereira', 'Joseph Antonio De Castro Molina', 'Kiok Liang Teow', 'Vernon Khet Yau Yong', 'Hon Tym Wong', 'Tock Han Lim', 'Vivien Cherng Hui Yip']",42151342,Scientific reports. 2026 May 18. doi: 10.1038/s41598-026-53452-0.,19-05-2026,,,Wanfen Yip,Scientific reports. 2026 May 18. doi: 10.1038/s41598-026-53452-0.
Prospective deployment of AI-based risk stratification to enable expedited mammography workflow in a safety-net setting.,"Delays between screening and diagnostic mammography contribute to disparities in breast cancer outcomes and reduce screening adherence. We prospectively evaluated the operational feasibility and impact of integrating AI risk stratification into screening workflows at an urban safety net facility. In this HIPAA-compliant, IRB-approved, controlled study, Mirai 1-year risk scores were generated in real time from screening mammograms. Patients in the top 10% of risk were flagged as high-risk and, on enrollment days, were offered immediate screening interpretation and same-day diagnostic evaluation when indicated. Outcomes included operational feasibility, care delivery timelines for screening results, diagnostic evaluation, and biopsy, and cancer detection rate, compared with high-risk controls on non-enrollment days. Among 4145 screening mammograms, 525 were flagged as high-risk and 100 women consented to expedited care, of whom 94 percent received immediate reads and 26 received same-day diagnostic evaluation. Time to screening results, diagnostic evaluation, and biopsy were significantly shorter in expedited patients versus control patients with screen-detected cancers, with reductions of 99.1%, 99.1%, and 87.2%, respectively. The expedited cohort demonstrated a cancer detection rate of 60/1000 compared with 2.3/1000 among non-high-risk participants. Integrating AI risk models into clinical workflows substantially improved care delivery timelines and provides a translational framework to improve care and reduce disparities.",2026,2026,NPJ digital medicine,NPJ digital medicine,10.1038/s41746-026-02743-x,https://pubmed.ncbi.nlm.nih.gov/42151338/,[],[],"['Maggie Chung', 'Eric Davis', 'Heather Greenwood', 'Jessica Hayward', 'Shinn-Huey Shirley Chou', 'Bonnie Joe', 'Loretta Strachowski', 'Tatiana Kelil', 'Rita Freimanis', 'Elissa Price', 'Kimberly Ray', 'Amie Lee', 'Adam Yala']",42151338,NPJ digital medicine. 2026 May 18. doi: 10.1038/s41746-026-02743-x.,19-05-2026,,,Maggie Chung,NPJ digital medicine. 2026 May 18. doi: 10.1038/s41746-026-02743-x.
MEC-enabled load balancing framework for DFA-IRS aided wearable healthcare networks.,"The underlying challenges in the wearable electronic market are the limited power and processing capability often resulting in failure to handle complex computations. In order to balance the computational demands with resource constraints, the potential of intelligent reflecting surfaces (IRSs) are exploited in this paper. The paper presents a wearable electronics network in which the wearable nodes communicate with the assistance of double faced active (DFA) IRSs. By simultaneously controlling reflection and transmission links with active amplification, DFA-IRS enables reliable mobile edge computing (MEC)-based task offloading from wearable devices to nearby processing nodes. A resource utilization (RU) algorithm is proposed that associates the devices with DFA-IRSs. The optimal phase shifts of DFA-IRSs are obtained. Further, the impact of transmit power [Formula: see text], number of DFA-IRSs [Formula: see text], number of DFA-IRS elements N, per element amplification [Formula: see text], power budget [Formula: see text] on the average sum rate of the system is evaluated. It is observed that the DFA-IRS aided system offers average sum rate of 8.2bps/Hz with N =120 and [Formula: see text] of 20dBm with optimal phase shifts [Formula: see text] and [Formula: see text] in the reflection and transmission space respectively. Also, there is an improvement of 5.80% in average sum rate over random phase shifts. The comparison with conventional IRS, single faced active (SFA)-IRS and simultaneously transmitting and reflecting (STAR) IRS is also presented. In the end, the use case of proposed network for personalized healthcare is discussed.",2026,2026,Scientific reports,Scientific reports,10.1038/s41598-026-52714-1,https://pubmed.ncbi.nlm.nih.gov/42151297/,[],[],"['Jarallah Alqahtani', 'Ashu Taneja', 'Nayef Alqahtani']",42151297,Scientific reports. 2026 May 18. doi: 10.1038/s41598-026-52714-1.,19-05-2026,,,Jarallah Alqahtani,Scientific reports. 2026 May 18. doi: 10.1038/s41598-026-52714-1.
Cost-effectiveness analysis of toripalimab and bevacizumab versus sorafenib for advanced hepatocellular carcinoma in China.,"This study was to evaluate the cost-effectiveness of toripalimab with bevacizumab compared to sorafenib for advanced hepatocellular carcinoma (HCC) from the Chinese healthcare system perspective. To assess the cost and health outcomes of first-line advanced HCC therapy, we used a partitioned survival model.The model clinical dates were base on the Phase III HEPATORCH trials.The costs considered in this analysis such as drug costs, subsequent therapy cost, and the management of adverse events cost.Quality-adjusted life years (QALY) were used to measure health outcomes and the main economic assessment parameter was the incremental cost-effectiveness ratio (ICER).The willing to pay (WTP) level was 41,876.05 USD per QALY.The robustness and reliability of the model were evaluated using sensitivity analysis. The total cost of toripalimab plus bevacizumab treatment were 45,516.45 USD, while the sorafenib incurred costs of 24,579.02 USD. In compared to sorafenib, the toripalimab plus bevacizumab group achieved an additional 1.35 QALYs and an additional cost of 120,937.43 USD. The ICER was 15,509.21 USD per QALY for the toripalimab plus bevacizumab.One-way sensitivity analysis showed that our results were not reversed when the input paramete fluctuated ± 25%.Toripalimab plus bevacizumab had a 99% chance of being cost-effective at the WTP level. The therapy of toripalimab and bevacizumab was found to be a cost-effective treatment option for patients with advanced HCC in China.",2026,2026,Scientific reports,Scientific reports,10.1038/s41598-026-50815-5,https://pubmed.ncbi.nlm.nih.gov/42151238/,"['Advanced hepatocellular carcinoma', 'Bevacizumab', 'Cost-effectiveness', 'Sorafenib', 'Toripalimab']",[],"['Zhiwei Zheng', 'Tian Liu', 'Yuling Zhang', 'Huide Zhu', 'Ling Fang']",42151238,Scientific reports. 2026 May 18. doi: 10.1038/s41598-026-50815-5.,19-05-2026,,,Zhiwei Zheng,Scientific reports. 2026 May 18. doi: 10.1038/s41598-026-50815-5.
Mechanochemical optimization and scope of triple and multiple Sonogashira couplings of triethynylbenzene for conjugated porous polymer synthesis.,"Conjugated porous polymers are an important class of advanced materials whose precise synthesis is critical for applications in energy storage, photocatalysis, and next-generation electronics. Developing greener routes remains challenging due to solvent-intensive, energy-consuming methods. Ball milling has emerged as a powerful and versatile tool in organic synthesis and materials chemistry, offering a sustainable and solvent-free alternative to traditional solution-phase methods. Here, we report the optimization of a triple Sonogashira cross-coupling reaction under room-temperature ball-milling conditions, achieving high yields in short reaction times of 60 min. The optimal catalytic conditions involved PdCl",2026,2026,Scientific reports,Scientific reports,10.1038/s41598-026-44898-3,https://pubmed.ncbi.nlm.nih.gov/42151200/,"['Catalysis', 'Conjugated porous polymers', 'Mechanosynthesis', 'Sonogashira Coupling', 'Sustainable Chemistry']",[],"['Ravulakollu Srinivasa Rao', 'Abeer Shunnar', 'Suleiman Musa', 'Bilal Masood Pirzada', 'Emilia Oueis', 'Andrew B Lowe', 'Janah Shaya']",42151200,Scientific reports. 2026 May 18. doi: 10.1038/s41598-026-44898-3.,19-05-2026,,,Ravulakollu Srinivasa Rao,Scientific reports. 2026 May 18. doi: 10.1038/s41598-026-44898-3.
Development and psychometric evaluation of a multimedia quality assessment tool for health education and promotion through mixed methods.,"Health strategies primarily aim to improve public health, a goal increasingly supported by multimedia resources that enhance learning and audience satisfaction. Despite their significant influence on health literacy, quality standards for producing and disseminating such multimedia materials remain under-researched. This study aimed to develop and validate a comprehensive tool for assessing the quality of multimedia resources in health education and promotion. This methodological study employed a two-phase explanatory sequential mixed-methods approach. It began with a scoping review to evaluate the initial item pool, followed by a qualitative phase utilizing semi-structured interviews with 22 health, media, and communication professionals to generate additional items. The subsequent quantitative phase rigorously assessed the instrument's validity and reliability using McDonald's omega (ω) and the Intraclass Correlation Coefficient (ICC). Combining findings from the scoping review and qualitative phase (which covered content quality, aesthetics, communication, and effectiveness) resulted in 131 initial items. After rigorous validation, this pool was reduced to a final 64-item questionnaire featuring 10 factors, including text/image/sound quality, layout, interactivity, behavior focus, and credibility. The tool demonstrated excellent reliability, with an overall McDonald's omega of 0.95 and an ICC between raters of 0.86. The developed 64-item questionnaire exhibits acceptable validity and reliability, establishing it as a useful, comprehensive instrument that empowers specialists and stakeholders to enhance the design and assessment of multimedia health education resources, ultimately contributing to improved community health.",2026,2026,Scientific reports,Scientific reports,10.1038/s41598-026-43955-1,https://pubmed.ncbi.nlm.nih.gov/42151193/,"['Health Education', 'Health Promotion', 'Multimedia', 'Psychometrics']",[],"['Saeideh Rastjoo', 'Amin Salehi-Abargouei', 'Mahsa Khodayarian', 'Reyhane Sefidkar', 'Zohreh Rahaei']",42151193,Scientific reports. 2026 May 18. doi: 10.1038/s41598-026-43955-1.,19-05-2026,,,Saeideh Rastjoo,Scientific reports. 2026 May 18. doi: 10.1038/s41598-026-43955-1.
"Associations between residential segregation, ambient air pollution, and hippocampal features in recent trauma survivors.","Residential segregation is associated with differential exposure to air pollution. Hippocampus structure and function are highly susceptible to pollutants and associated with posttraumatic stress disorder (PTSD) development. Therefore, we investigated associations between residential segregation, air pollutants, hippocampal neurobiology, and PTSD in recent trauma survivors. Participants (N = 278; 34% non-Hispanic white, 46% Non-Hispanic Black, 16% Hispanic) completed multimodal neuroimaging two weeks after trauma. Yearly averages of air pollutants (PM",2026,2026,Translational psychiatry,Translational psychiatry,10.1038/s41398-026-04083-6,https://pubmed.ncbi.nlm.nih.gov/42151109/,[],[],"['Sophia S Liang', 'Alyssa R Roeckner', 'Timothy D Ely', 'Lauren A M Lebois', 'Sanne J H van Rooij', 'Steven E Bruce', 'Tanja Jovanovic', 'Stacey L House', 'Francesca L Beaudoin', 'Xinming An', 'Thomas C Neylan', 'Gari D Clifford', 'Sarah D Linnstaedt', 'Laura T Germine', 'Scott L Rauch', 'John P Haran', 'Alan B Storrow', 'Christopher Lewandowski', 'Paul I Musey', 'Phyllis L Hendry', 'Sophia Sheikh', 'Jose L Pascual', 'Mark J Seamon', 'Erica Harris', 'Claire Pearson', 'David A Peak', 'Roland C Merchant', 'Robert M Domeier', 'Niels K Rathlev', ""Brian J O'Neil"", 'Paulina Sergot', 'Leon D Sanchez', 'John F Sheridan', 'Steven E Harte', 'Ronald C Kessler', 'Karestan C Koenen', 'Samuel A McLean', 'Kerry J Ressler', 'Jennifer S Stevens', 'E Kate Webb', 'Nathaniel G Harnett']",42151109,Translational psychiatry. 2026 May 18. doi: 10.1038/s41398-026-04083-6.,19-05-2026,,,Sophia S Liang,Translational psychiatry. 2026 May 18. doi: 10.1038/s41398-026-04083-6.
[Effectiveness of national grading modeling training for infectious diseases based on two phase training and follow up data].,,2026,2026,Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi,Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi,10.3760/cma.j.cn112338-20250918-00659,https://pubmed.ncbi.nlm.nih.gov/42151079/,[],"['Humans', 'Surveys and Questionnaires', 'Follow-Up Studies', 'Communicable Diseases', 'Health Knowledge, Attitudes, Practice', 'Male', 'Adult', 'Female']","['S N Jia', 'X Huang', 'K Jin', 'Z Z Liu', 'L Meng', 'D J Kang', 'A H Dong', 'H T Wu', 'Q Li', 'N J Xiang', 'Y Liu', 'Y Niu']",42151079,Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi. 2026 May 10. 47(5):965-970. doi: 10.3760/cma.j.cn112338-20250918-00659.,19-05-2026,,,S N Jia,Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi. 2026 May 10. 47(5):965-970. doi: 10.3760/cma.j.cn112338-20250918-00659.
[Latent class analysis on characteristics of self-reported sexual behavior and associated factors in college students in Tianjin].,,2026,2026,Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi,Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi,10.3760/cma.j.cn112338-20251105-00797,https://pubmed.ncbi.nlm.nih.gov/42151073/,[],"['Humans', 'Students', 'Sexual Behavior', 'Universities', 'Cross-Sectional Studies', 'Female', 'Male', 'Surveys and Questionnaires', 'Self Report', 'HIV Infections', 'Young Adult', 'China', 'Latent Class Analysis', 'Health Knowledge, Attitudes, Practice', 'Adolescent', 'Adult']","['Z M Wu', 'Y Liu', 'P Xu', 'J Y Bai', 'Y Zhang']",42151073,Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi. 2026 May 10. 47(5):921-928. doi: 10.3760/cma.j.cn112338-20251105-00797.,19-05-2026,,,Z M Wu,Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi. 2026 May 10. 47(5):921-928. doi: 10.3760/cma.j.cn112338-20251105-00797.
[Application of Trauma-Informed Care in a Patient With Schizophrenia and Childhood Trauma].,"This article presents a case study on the application of trauma-informed care on a male patient with schizophrenia and a history of childhood trauma. The nursing process was designed using the Substance Abuse and Mental Health Services Administration framework. For this case study, the ""4R"" core assumptions were transposed into five actionable principles (safety, trustworthiness, collaboration, empowerment, and choice), which guided all of the provided interventions. From July 14 to August 7, 2025, the nursing care focused on promoting psychological and emotional safety, facilitating the co-regulation of trauma responses, and fostering the development of personalized emotional coping strategies. All of the key outcome measures demonstrated significant improvement, with the patient showing a marked decrease in aggressive behaviors, the development of the ability to identify and articulate trauma triggers, and the ability to successfully use at least three distinct grounding techniques for emotional stabilization. This case confirms that applying trauma-informed care theory in a structured manner can effectively improve patient self-efficacy and strengthen the nurse-patient collaborative relationship. The findings provide a valuable, evidence-informed care model for managing the complexities of co-occurring psychiatric symptoms and trauma.",2026,2026,Hu li za zhi The journal of nursing,Hu li za zhi The journal of nursing,10.6224/JN.26313,https://pubmed.ncbi.nlm.nih.gov/42151051/,"['childhood trauma', 'nursing experience', 'schizophrenia', 'trauma-informed care']","['Humans', 'Schizophrenia', 'Male', 'Adult', 'Nurse-Patient Relations']","['Yen-Hui Chiang', 'Yun-Hsuan Lin']",42151051,Hu li za zhi The journal of nursing. 2026 Jun. 73(3). doi: 10.6224/JN.26313.,19-05-2026,,,Yen-Hui Chiang,Hu li za zhi The journal of nursing. 2026 Jun. 73(3). doi: 10.6224/JN.26313.
[Maintaining Intimate Relationships After Total Penectomy: A Nursing Care Perspective].,"In Eastern cultures, sexuality and intimate relations are typically regarded as delicate issues and generally ignored in treatment processes, which may cause physical, psychological, and even spiritual suffering throughout the process of recovery. This article discusses a case report involving a 42-year-old male patient, who was diagnosed with penile cancer and subsequently received a total penectomy and urethral reconstruction. Nursing care was provided from May 24 to June 15, 2023. The information was gathered using observation, interviews, and chart reviews. In addition to a surgical wound infection, the patient evidenced emotional suppression and psychological distress associated with their cancer diagnosis and changes in body image after the penectomy. The patient displayed doubtfulness and a disposition to shun closeness. The health problems detected included infection, body image problems, and an inability to have intimacy. The model used during the care period was EX-PLISSIT (extended permission limited-information specific- suggestion intensive-therapy), which was utilized to offer education, communication and feedback concerning intimacy and potential recommendations. A multidisciplinary team worked together to develop a suitable medical and psychological care plan. By affirming the patient's self-worth and helping them recognize and adapt to bodily changes, nursing care enhanced self-care ability. Through early nursing intervention and professional support, the patient and family were guided to explore ways of intimate interaction after surgery, helping to maintain closeness and improve life satisfaction. This experience may serve as a reference for nurses caring for patients with penile cancer to help these patients maintain intimate relationships postoperatively.",2026,2026,Hu li za zhi The journal of nursing,Hu li za zhi The journal of nursing,10.6224/JN.26312,https://pubmed.ncbi.nlm.nih.gov/42151050/,"['EX-PLISSIT model', 'body image disturbance', 'intimate relationship maintenance', 'penile cancer', 'total penectomy']","['Humans', 'Male', 'Adult', 'Penile Neoplasms', 'Penis', 'Interpersonal Relations']","['Hsueh-Fang Hung', 'Fang-Yu Hsu']",42151050,Hu li za zhi The journal of nursing. 2026 Jun. 73(3). doi: 10.6224/JN.26312.,19-05-2026,,,Hsueh-Fang Hung,Hu li za zhi The journal of nursing. 2026 Jun. 73(3). doi: 10.6224/JN.26312.
[Effectiveness of Dog-Assisted Therapy in Improving the Behavioral and Psychological Symptoms of Dementia: A Systematic Review and Meta-Analysis].,"Patients with dementia commonly exhibit behavioral and psychological symptoms of dementia (BPSD) such as depression, withdrawal, and agitation. These symptoms are known to significantly impact both mental and physical health, increase caregiving burdens, and lead to higher rates of hospitalization and mortality.",2026,2026,Hu li za zhi The journal of nursing,Hu li za zhi The journal of nursing,10.6224/JN.26309,https://pubmed.ncbi.nlm.nih.gov/42151047/,"['behavioral and psychological symptoms', 'dementia', 'dog-assisted therapy', 'meta-analysis', 'systematic review']","['Dementia', 'Animal Assisted Therapy', 'Humans', 'Dogs', 'Animals', 'Randomized Controlled Trials as Topic']","['Tsuei-Yi Tseng', 'Jia-Sin Luo', 'Chia-Chi Kuo']",42151047,Hu li za zhi The journal of nursing. 2026 Jun. 73(3). doi: 10.6224/JN.26309.,19-05-2026,,,Tsuei-Yi Tseng,Hu li za zhi The journal of nursing. 2026 Jun. 73(3). doi: 10.6224/JN.26309.
[Key Factors of Influence on Postpartum Women's Satisfaction With Hospital-Affiliated Postnatal Care Facility Services and Practical Recommendations for Improvement].,"Hospital-affiliated postpartum care centers are preferred by new mothers in Taiwan due to their medical resources and safety. However, overall maternal satisfaction is often influenced by ""non-medical service""-related factors. These factors have yet to be adequately investigated empirically in the context of these centers.",2026,2026,Hu li za zhi The journal of nursing,Hu li za zhi The journal of nursing,10.6224/JN.26308,https://pubmed.ncbi.nlm.nih.gov/42151046/,"['hospital-affiliated postpartum care centers', 'maternal satisfaction', 'postpartum care', 'postpartum meal provision']","['Humans', 'Female', 'Patient Satisfaction', 'Postnatal Care', 'Adult', 'Cross-Sectional Studies']","['Ming-Ju Yu', 'Yen-Han Wu', 'Chin Ping Wang', 'Hsin-Tzu Li', 'Chih-Hao Lin']",42151046,Hu li za zhi The journal of nursing. 2026 Jun. 73(3). doi: 10.6224/JN.26308.,19-05-2026,,,Ming-Ju Yu,Hu li za zhi The journal of nursing. 2026 Jun. 73(3). doi: 10.6224/JN.26308.
[Establishing a Culturally Safe Care Environment: Organizational Culture and Policy Support].,"In addition to biomedical factors and individual health behaviors, historical trauma, colonial experiences, and social marginalization are all critical factors that shape profoundly the health inequities experienced by indigenous peoples. Therefore, it is critical that cultural contexts and indigenous perspectives be incorporated into both health policy formulation and healthcare provision processes, with ""cultural safety"" serving as a central guiding principle to ensure healthcare systems earn the trust and serve the needs of indigenous clients. Cultural safety emphasizes cultural awareness, sensitivity, and competence as well as the critical reflection upon and transformation of traditional power relations to promote a truly patient-centered model of care. In this paper, the practical challenges faced by healthcare and long-term care systems, including tensions between standardized procedures and cultural differences, are examined, and institutionalized strategies are proposed to enhance quality of care and reduce structural inequalities. Moreover, the pivotal roles of policy and legislation in advancing cultural safety are highlighted using Taiwan's Indigenous Peoples Health Act as an example. Establishing culturally safe care environments requires a comprehensive effort spanning policy, organizational structures, and education. Leveraging cultural respect and institutional support, this effort holds the potential to facilitate the transformation of healthcare systems and ultimately achieve the goals of diversity, inclusion, and health equity.",2026,2026,Hu li za zhi The journal of nursing,Hu li za zhi The journal of nursing,10.6224/JN.26305,https://pubmed.ncbi.nlm.nih.gov/42151043/,"['cultural safety', 'health equity', 'indigenous groups']","['Humans', 'Organizational Culture', 'Health Policy', 'Culturally Competent Care', 'Cultural Competency']","['Yi-Maun Subeq', 'Hsiao-Ching Huang']",42151043,Hu li za zhi The journal of nursing. 2026 Jun. 73(3). doi: 10.6224/JN.26305.,19-05-2026,,,Yi-Maun Subeq,Hu li za zhi The journal of nursing. 2026 Jun. 73(3). doi: 10.6224/JN.26305.
[Enhancing Nursing Competence in Cultural Safety].,"Cultural safety extends beyond physical protection to encompass moral considerations and the relational dimensions of care. The determination of whether healthcare is ""safe"" rests with patients rather than healthcare professionals, and only when patients feel respected, free from denigration, and assured their rights are upheld can care be considered culturally safe. Accordingly, healthcare education must cultivate respect in students for cultural diversity and prepare them to deliver equitable and culturally safe clinical care. In this article, a deconstructive perspective is used to examine the potential of using cultural safety as a framework for addressing health inequities. In practice, cultural safety represents a developmental process progressing from cultural awareness to cultural sensitivity and, ultimately, cultural competence. The cultural teaching capacity of educators may be strengthened through the three interrelated domains of foundational competence, facilitation skills, and curriculum design. Together, these can foster inclusive learning environments and support the development in students of culturally safe nursing practices, which are essential to enhancing quality of care and patient health and well-being.",2026,2026,Hu li za zhi The journal of nursing,Hu li za zhi The journal of nursing,10.6224/JN.26304,https://pubmed.ncbi.nlm.nih.gov/42151042/,"['cultural competence', 'cultural safety', 'emancipatory theory']","['Humans', 'Cultural Competency', 'Education, Nursing']",['Ying Tsao'],42151042,Hu li za zhi The journal of nursing. 2026 Jun. 73(3). doi: 10.6224/JN.26304.,19-05-2026,,,Ying Tsao,Hu li za zhi The journal of nursing. 2026 Jun. 73(3). doi: 10.6224/JN.26304.
