Title,Abstract,Year_Published,Publication Year,Source,Journal/Book,DOI,Download_URL,Keywords,MeSH_Terms,Authors,PMID,Citation,Create Date,PMCID,NIHMS ID,First Author,Reference
Evaluation of the Effectiveness of the Smart Post-Discharge Elderly Health Management Platform for Older Patients' Health-Related Quality of Life: A Cluster Randomised Controlled Trial.,To evaluate the effectiveness of the Smart Post-Discharge Elderly Health Management Platform on health-related quality of life and self-management after hospital discharge.,2026,2026,International journal of nursing practice,International journal of nursing practice,10.1111/ijn.70151,https://pubmed.ncbi.nlm.nih.gov/42138722/,"['digital health', 'mHealth', 'nursing', 'post‐discharge care', 'telehealth', 'telenursing']","['Humans', 'Patient Discharge', 'Quality of Life', 'Aged', 'Female', 'Male', 'Aged, 80 and over', 'Self-Management', 'Self Care']","['Tongtong Fu', 'Linlin Xing', 'Hanxiao Luo', 'Qi Sun', 'Yangyang Lv', 'Xinyi Cui', 'Yufei Du', 'Chunling Xia', 'Ling Fan']",42138722,International journal of nursing practice. 2026 Jun. 32(3):e70151. doi: 10.1111/ijn.70151.,15-05-2026,,,Tongtong Fu,International journal of nursing practice. 2026 Jun. 32(3):e70151. doi: 10.1111/ijn.70151.
Quality and reliability of myocardial infarction-related short videos on TikTok and Bilibili: A cross-sectional content analysis study.,"Myocardial infarction (MI) is a leading cause of global mortality, making public education on its prevention, early recognition, and pre-hospital first aid essential. In China, short-video platforms like TikTok (Douyin) and Bilibili have become primary channels for health information dissemination. However, the quality and reliability of MI-related content on these platforms have not been systematically evaluated. This study aimed to assess and compare the quality, reliability, and accuracy of the most widely viewed (high-visibility) short videos about MI on TikTok and Bilibili and to identify factors associated with video quality.",2026,2026,Digital health,Digital health,10.1177/20552076261443766,https://pubmed.ncbi.nlm.nih.gov/42136926/,"['Bilibili', 'TikTok', 'information quality', 'myocardial infarction', 'short videos', 'social media']",[],"['Suyin Feng', 'Long Zhu', 'Jinyuan Gu', 'Dashuai Miao', 'Honglai Zhang', 'Runfeng Sun']",42136926,Digital health. 2026. 12:20552076261443766. doi: 10.1177/20552076261443766.,15-05-2026,PMC13167379,,Suyin Feng,Digital health. 2026. 12:20552076261443766. doi: 10.1177/20552076261443766.
Has smart healthcare improved older adults' health? Evidence from China's smart city pilot program- a quasi-natural experiment.,"While integrating digital technology into healthcare is a key strategy to address population aging, robust evidence on the causal impact of large-scale policies is scarce. This study aims to quantify the health effects of China's smart city policy on older adults and identify the mechanisms driving these outcomes.",2026,2026,Digital health,Digital health,10.1177/20552076261450604,https://pubmed.ncbi.nlm.nih.gov/42136920/,"['DID model', 'mental health', 'older adults', 'self-rated health', 'smart healthcare']",[],"['Bo Wang', 'Rengui Gong', 'Ruyi Huang']",42136920,Digital health. 2026. 12:20552076261450604. doi: 10.1177/20552076261450604.,15-05-2026,PMC13167267,,Bo Wang,Digital health. 2026. 12:20552076261450604. doi: 10.1177/20552076261450604.
New approaches to clinical research for people with schizophrenia.,"Schizophrenia trials have been too small, short and exclusionary, leaving the most disabled patients under-represented and key outcomes neglected. Future research should match the illness burden through sustained funding, representative recruitment, multidomain assessment, and adaptive, platform and SMART designs that test treatments efficiently and produce evidence relevant to patients' lives.",2026,2026,The British journal of psychiatry : the journal of mental science,The British journal of psychiatry : the journal of mental science,10.1192/bjp.2026.10657,https://pubmed.ncbi.nlm.nih.gov/42136560/,"['Schizophrenia', 'negative symptoms', 'platform studies', 'treatment-resistant', 'trial design']",[],"['Katherine Beck', 'Matthew Broome', 'Saeed Farooq', 'Fiona Gaughran', 'Oliver D Howes', 'Sameer Jauhar', 'Thomas Kabir', 'Maria Kapi', 'Mohammad Katshu', 'James H MacCabe', 'Robert A McCutcheon', ""Brian O'Donoghue"", 'Sofia Pappa', 'Toby Pillinger', 'Inti Qurashi', 'Dan Siskind', 'Mike Trott', 'Rachel Upthegrove', 'Emilio Fernandez-Egea']",42136560,The British journal of psychiatry : the journal of mental science. 2026 May 15. 1-4. doi: 10.1192/bjp.2026.10657.,15-05-2026,,,Katherine Beck,The British journal of psychiatry : the journal of mental science. 2026 May 15. 1-4. doi: 10.1192/bjp.2026.10657.
Hydrogel-based Advances in Dermatological Therapy: Insights from Patents and Clinical Research.,"Treating skin conditions, chronic wounds, and soft tissue injuries remains a major challenge in contemporary healthcare, with substantial financial costs and impacts on patients' quality of life. Hydrogels comprise interconnected networks of hydrophilic polymers characterized by high water content. They have emerged as a promising class of biomaterials in dermatology due to their structural similarity to the extracellular matrix, excellent biocompatibility, and adjustable mechanical properties. With a focus on wound healing, skin tissue engineering, the treatment of chronic inflammatory illnesses (such as acne, psoriasis, and eczema), and cosmetic and anti-aging procedures, this review provides a thorough overview of the development and application of hydrogel-based systems in dermatology. This review discusses the functional characteristics, therapeutic action, and clinical advantages of various formulations-including natural, synthetic, hybrid, and nanocomposite hydrogels. Additionally, a review of current patents and clinical studies provides an example of the new hydrogel technology landscape, which includes bioactive and smart hydrogels as well as multifunctional composites for enhanced skin regeneration and controlled drug delivery. Combining hydrogels with innovative technologies such as nanomaterials, 3D bioprinting, and responsive biomaterials further underscores the revolutionary potential in dermatological therapy. The research suggests that hydrogel-based methods are redefining the future of skin regeneration, repair, and cosmetic treatment by offering improved aesthetic outcomes, quicker healing, and higher patient compliance.",2026,2026,Reviews on recent clinical trials,Reviews on recent clinical trials,10.2174/0115748871449923260330194138,https://pubmed.ncbi.nlm.nih.gov/42136480/,"['Hydrogels', 'dermatology', 'drug delivery systems.', 'skin diseases', 'skin tissue engineering', 'smart biomaterials', 'wound healing']",[],"['Monika Verma', 'Neha Yadav', 'Smita Narwal', 'Nisha Grewal', 'Ashwani K Dhingra', 'Bhawna Chopra']",42136480,Reviews on recent clinical trials. 2026 May 07. doi: 10.2174/0115748871449923260330194138.,15-05-2026,,,Monika Verma,Reviews on recent clinical trials. 2026 May 07. doi: 10.2174/0115748871449923260330194138.
Chronic Inflammation (A Silent Killer) - Molecular Mechanisms and Emerging Therapeutic Approaches.,"Chronic inflammation is a dysregulated and persistent immune response that underlies numerous serious health conditions, like heart problems, diabetes, nerve damage, cancer, or conditions where the body attacks itself. Recently, scientists have gained a better understanding of how molecules such as cytokines and chemokines, along with dysregulated immune cells, contribute to excessive oxidative stress and impaired healing processes. New tools now help identify this condition as early as possible through biomarkers, advanced laboratory techniques, integrated data approaches, and smart sensors that track biological changes in real time. However, despite this knowledge, effective strategies for early prevention and long-term treatment remain limited. Daily habits, particularly anti-inflammatory dietary patterns, regular physical activity, and stress management, play a critical role in reducing the risk of disease. Emerging therapies, including inflammasome inhibitors, cytokine-targeted biologics, immunometabolic modulators, and specialized pro-resolving mediators, may restore immune homeostasis rather than merely suppressing symptoms. Additionally, microbiome-targeted interventions-such as probiotics, prebiotics, bacteriophage therapy, and fecal microbiota transplantation-are increasingly being recognized as potential strategies to modulate systemic inflammation. Daily habits, especially eating patterns that fight inflammation, walking regularly, or handling stress, are critically important for lowering the chances of illness. Chronic inflammation is a complex, multifactorial process; therefore, its effective management requires integrated efforts in basic research, therapeutic innovation, and population- level healthcare strategies. Innovations in personalized medicine, AI-based analytics, digital health technologies, and microbiome science are poised to significantly enhance diagnostic and therapeutic approaches. Sustained cross-disciplinary collaboration will be critical in mitigating the worldwide impact of chronic inflammatory disorders and improving long-term health outcomes.",2026,2026,Current drug targets,Current drug targets,10.2174/0113894501450885260409050432,https://pubmed.ncbi.nlm.nih.gov/42136241/,"['Chronic inflammation', 'autoimmune disorder', 'bio-markers and omics technologies', 'cancer', 'therapeutic strategies.']",[],"['Rishikesh Singh', 'Monika', 'Rupa Mazumder', 'Avijit Mazumder', 'Manish Singh', 'Chandana Majee', 'Swarupanjali Padhi', 'Saumya Das']",42136241,Current drug targets. 2026 May 06. doi: 10.2174/0113894501450885260409050432.,15-05-2026,,,Rishikesh Singh,Current drug targets. 2026 May 06. doi: 10.2174/0113894501450885260409050432.
A Complement and Coagulation Cascade-Related Prognostic Signature Predicts Survival and Immune Landscape in Lung Adenocarcinoma.,To evaluate the prognostic value of complement and coagulation cascades (CCC) in lung adenocarcinoma (LUAD).,2026,2026,Current gene therapy,Current gene therapy,10.2174/0115665232473551260504092329,https://pubmed.ncbi.nlm.nih.gov/42136237/,"['Lung adenocarcinoma', 'WGCNA', 'complement and coagulation cascade', 'drug sensitivity.', 'immunity', 'prognosis']",[],"['Binbin He', 'Rangfei Zhu', 'Na Li', 'Wei Li']",42136237,Current gene therapy. 2026 May 07. doi: 10.2174/0115665232473551260504092329.,15-05-2026,,,Binbin He,Current gene therapy. 2026 May 07. doi: 10.2174/0115665232473551260504092329.
"The impact of smart city pilot policies on household consumption in households with older adults: mechanisms, heterogeneity, and inequality.","With the rapid advancement of Smart City development, its impact on per capita household consumption in households with older adults remains insufficiently understood. This study aims to examine the causal effects of Smart City pilot policies on household consumption and consumption structure among older households in China.",2026,2026,BMC geriatrics,BMC geriatrics,10.1186/s12877-026-07606-4,https://pubmed.ncbi.nlm.nih.gov/42135640/,"['Consumption inequality', 'Difference-in-differences', 'Digital connectivity', 'Household consumption', 'Smart City']",[],['Zhiying Li'],42135640,BMC geriatrics. 2026 May 14. doi: 10.1186/s12877-026-07606-4.,15-05-2026,,,Zhiying Li,BMC geriatrics. 2026 May 14. doi: 10.1186/s12877-026-07606-4.
Strategic prioritization of blockchain diffusion factors by an integrated fuzzy Delphi-Dombi LMAW model: A case study in Bangladesh healthcare sectors.,"Over the recent years, blockchain technology has been an essential practice in enhancing profitability in healthcare supply chains, especially in emerging economies. Nevertheless, regulatory uncertainty, management resistance and inadequate technological infrastructure are major setbacks. This study evaluates the diffusion factors of blockchain technology in healthcare sector of Bangladesh within a two-stage method; first, combining literature review and expert opinions, 26 significant factors were identified, which were later reduced to 22 through Fuzzy Delphi Method across 5 dimensions (Organizational, Technological, Environmental, Managerial, Individual). In the second stage, the factors ranked in importance using the Dombi Logarithmic Methodology of Additive Weights (LMAW) were consequently subjected to sensitivity analysis to ensure the robustness of results. The results indicate that the most impactful drivers are Top Management Support (0.0501), Organization Readiness (0.0485) and Trust Among Stakeholders (0.0481) for all the healthcare organizations whereas Smart Contract Automation (0.0368) and Innovation Pressure (0.0362) got the least importance and indicate that the sector is in need of strategic leadership and infrastructure rather than advanced innovations. Theoretically, this study advances technology adoption literature by demonstrating that fundamental organizational readiness and leadership support act as non-compensatory prerequisites for blockchain diffusion in emerging economies. Managerially, the proposed framework empowers healthcare executives and policymakers with an actionable roadmap for targeted resource allocation, facilitating strategic blockchain integration to enhance supply chain transparency and resilience.",2026,2026,PloS one,PloS one,10.1371/journal.pone.0348578,https://pubmed.ncbi.nlm.nih.gov/42133605/,[],"['Bangladesh', 'Delphi Technique', 'Humans', 'Blockchain', 'Health Care Sector', 'Fuzzy Logic']","['Nasif Morshed', 'Raad Shahamat Labib', 'Mushfiqur Rahman', 'Kazi Md Tanvir Anzum']",42133605,PloS one. 2026. 21(5):e0348578. doi: 10.1371/journal.pone.0348578.,14-05-2026,PMC13175360,,Nasif Morshed,PloS one. 2026. 21(5):e0348578. doi: 10.1371/journal.pone.0348578.
The Role of Artificial Intelligence in Medication Management for Older Adults: A Systematic Review.,"Older adults face increased risks of medication non-adherence, adverse drug events, and polypharmacy due to chronic health conditions and complex drug regimens. Traditional medication management approaches often fall short in addressing these challenges. Artificial intelligence (AI) has emerged as a promising tool for enhancing medication safety and personalization in geriatric care. This systematic review aimed to explore the role of AI in medication management for older adults, highlighting its effectiveness, usability, ethical implications, and integration within healthcare systems. Following PRISMA guidelines, a comprehensive search was conducted across six databases (PubMed, Scopus, Web of Science, CINAHL, IEEE Xplore, and Cochrane Library) for studies published between January 2015 and March 2025. Eligible studies included qualitative, quantitative, and mixed-methods research on AI-based medication interventions for individuals aged 60 and above. Data were synthesized thematically. Twenty-nine studies were included. Five major themes emerged: (1) AI's ability to enhance adherence through smart reminders and automation; (2) personalized and predictive capabilities in managing complex regimens; (3) design and usability challenges among older adults; (4) ethical concerns related to trust, privacy, and autonomy; and (5) the importance of seamless integration within clinical workflows. Cross-cutting observations emphasized the need for hybrid care models, inclusive design, and digital literacy training. AI has the potential to transform geriatric medication management. However, its success depends on ethical implementation, user-centered design, healthcare integration, and attention to equity. Long-term evaluations are essential to ensure sustainable and inclusive outcomes.",2026,2026,Aging medicine (Milton (N.S.W)),Aging medicine (Milton (N.S.W)),10.1002/agm2.70074,https://pubmed.ncbi.nlm.nih.gov/42130758/,"['artificial intelligence', 'digital health technology', 'geriatric care', 'medication management', 'older adults']",[],"['Dipak Chandra Das', 'Moustaq Karim Khan Rony', 'Shovit Dutta', 'Md Sami Al Zubair Zujbe', 'Tapan Bhattacharjee', 'Niloy Debnath', 'Shabbir Abdullah Maruf', 'Chowdhury Galib Mortuza', 'Farhana Rahman', 'Akash Das']",42130758,Aging medicine (Milton (N.S.W)). 2026 Apr. 9(2):196-213. doi: 10.1002/agm2.70074.,14-05-2026,PMC13163944,,Dipak Chandra Das,Aging medicine (Milton (N.S.W)). 2026 Apr. 9(2):196-213. doi: 10.1002/agm2.70074.
Healthcare Providers' perspectives on the adoption of Smart Care Technologies in Korean Long-Term Care Hospitals.,"Many smart care technologies have been developed recently, but it remains unclear which of them are necessary for use in long-term care hospitals (LTCHs).",2026,2026,Annals of geriatric medicine and research,Annals of geriatric medicine and research,10.4235/agmr.26.0019,https://pubmed.ncbi.nlm.nih.gov/42130178/,"['Digital Health', 'Health Personnel', 'Hospital', 'Long-term care', 'Republic of Korea', 'Workload']",[],"['Seok Gyu Kim', 'Soong-Nang Jang', 'Hyuk Ga']",42130178,Annals of geriatric medicine and research. 2026 May 14. doi: 10.4235/agmr.26.0019.,14-05-2026,,,Seok Gyu Kim,Annals of geriatric medicine and research. 2026 May 14. doi: 10.4235/agmr.26.0019.
"A lifecycle governance and learning health system framework for trustworthy, generalizable, and sustainable human-ai partnership in clinical practice: Lessons from the asthma-guidance and prediction system (A-GPS).","The integration of artificial intelligence (AI) into clinical decision support (CDS) holds promise for proactive, personalized, and precision care. However, current understanding of how to establish trustworthy human-AI partnerships is in its infancy, despite its critical importance for implementing AI in healthcare. We present the Asthma-Guidance and Prediction System (A-GPS) as a case study of a practice-integrated AI platform that demonstrates how trustworthy, generalizable and sustainable AI can be developed, evaluated, and implemented in real-world asthma care. We describe major challenges and solutions based on our real-world experience during the process and offer the practical framework, approaches, tools and workflow for implementing trustworthy, generalizable and sustainable AI in frontline practices. While A-GPS is an asthma-specific AI tool, it was built on top of a disease-agnostic electronic health record (EHR)-integrated clinical decision support (CDS) platform based on an Application Programming Interface (API)‑first backbone of reusable services. It was designed to reduce chart-review/processing burden and enable proactive, guideline-concordant asthma management by synthesizing fragmented longitudinal multimodal data into a clinical decision-relevant summary at the point of care. A-GPS platform integrates multiple natural language processing (NLP) algorithms to leverage free texts info in EHRs, machine learning model to offer risk stratification, and remote patient monitoring (RPM) approaches to capture real-time data from patients, enabling remote asthma (chronic disease) care. The platform has been deployed via Substitutable Medical Applications and Reusable Technologies-on-Fast Healthcare Interoperability Resources (SMART-on-FHIR) to ensure in-workflow delivery and maintainable governance making it flexible and interoperable across different EHRs systems and different chronic diseases. The translational maturity of A-GPS as an AI-powered CDS tool for pediatric asthma was demonstrated and sustained through engagement and co-design with diverse community and care team partners, including adult and pediatric Community Advisory Board, pediatric patients and their parents, clinicians (primary care providers and specialists), nurses, schedulers, as well as bioethicists and regulatory experts. Moreover, the tool was evaluated in two randomized clinical trial (RCT)s. The first trial showed a 67% reduction in clinicians' EHR review time, high clinician satisfaction, potential healthcare cost savings, fairness in model performance, and no adverse events. Trustworthiness was further assessed and supported through fairness evaluation by participant socioeconomic status (SES) using the HOUsing-based SocioEconomic Status (HOUSES) index, human-centered user interface/user experience (UI/UX) analysis, clinician workflow optimization, transparent governance practices, and best practices for regulatory science. The A-GPS experience operationalizes a reproducible, lifecycle-governed framework for generating decision-grade evidence on safety, effectiveness, usability, fairness, and workflow integration, directly addressing the translational gap between AI model development and trustworthy, sustainable deployment in real-world clinical environments. These efforts led to national recognitions, including invitation to the inaugural American Medical Informatics Association (AMIA) AI Showcase, and AI evaluation use case for a national health AI coalition. The second RCT evaluated the feasibility of integrating a remote patient monitoring (RPM) device (home spirometry) into the A-GPS platform, with a published RCT protocol that serves as a framework for RCT for evaluating AI models under the Standard Protocol Items: Recommendations for Interventional Trials (SPIRIT) guidelines for RCTs that evaluate AI tools, offering the practical framework, approaches, tools, and workflow for trustworthy, generalizable and sustainable AI tools in asthma care. This work illustrates how team science, community engagement, implementation science, and learning health system principles can be operationalized to establish a human-AI partnership model to advance translational science and clinical care, with the goal of improving health for all.",2026,2026,Journal of the National Medical Association,Journal of the National Medical Association,10.1016/j.jnma.2026.04.001,https://pubmed.ncbi.nlm.nih.gov/42128801/,"['Artificial intelligence', 'Asthma', 'Clinical decision support systems', 'Health equity', 'Implementation science', 'Learning health systems']",[],"['Chung-Il Wi', 'Shauna Overgaard', 'Momin Malik', 'Dave Watson', 'Deepak Sharma', 'Jennifer Le-Rademacher', 'Dan Kelleher', 'Lu Zheng', 'Joshua Ohde', 'Brian Lynch', 'Ashwani Khurana', 'Sunghwan Sohn', 'Mahmoud M AlJuhani', 'Chris Carpenter', 'Manuel Arteta', 'Jason Greenwood', 'Martha Hartz', 'Randy Foss', 'Elif Polat', 'Imad Absah', 'Carla Davis', 'Meera Gupta', 'Lynnea Myers', 'Björn Nordlund', 'Cui Tao', 'Mark L Wieland', 'Christi Patten', 'Amie Jones', 'Prathibha Varkey', 'Brenna T Loufek', 'David E Vidal', 'Nari Gopala', 'Eric Klee', 'Vijay H Shah', 'John D Halamka', 'Matthew R Callstrom', 'Nicholas L Rider', 'Hongfang Liu', 'Constantin Aliferis', 'Vesna D Garovic', 'Young J Juhn']",42128801,Journal of the National Medical Association. 2026 May 13. doi: 10.1016/j.jnma.2026.04.001.,14-05-2026,,,Chung-Il Wi,Journal of the National Medical Association. 2026 May 13. doi: 10.1016/j.jnma.2026.04.001.
Using a Digital-Based Mindfulness Curriculum to Enhance Healthy Aging Outcomes in Community-Dwelling Older Adults in Taiwan: Mixed Methods Feasibility Study.,"Taiwan's status as a super-aged society underscores the need for efficient strategies to promote healthy aging. While the benefits of mindfulness-based interventions for sleep and mental health are evident, there is a shortage of cultural adaptations for Taiwan's older adults. Current courses mainly focus on mindfulness-based stress reduction, while neglecting mindfulness-based elder care, and mindful sustainable aging principles. However, the abstract nature of some mindfulness concepts, combined with limited digital support and localized resources, makes it challenging for older adults to engage effectively.",2026,2026,JMIR human factors,JMIR human factors,10.2196/84161,https://pubmed.ncbi.nlm.nih.gov/42127410/,"['Delphi method', 'digital learning', 'healthy aging', 'mindfulness', 'mixed methods', 'older adults']","['Humans', 'Mindfulness', 'Taiwan', 'Aged', 'Female', 'Feasibility Studies', 'Male', 'Healthy Aging', 'Independent Living', 'Curriculum', 'Aged, 80 and over', 'Middle Aged', 'Pilot Projects']","['Yu-Rung Wang', 'Pei-Lun Hsieh', 'Chia-Hsiu Chang', 'Chia-Chi Hsiao', 'Mei-Lien Hu']",42127410,JMIR human factors. 2026 May 13. 13:e84161. doi: 10.2196/84161.,13-05-2026,PMC13170997,,Yu-Rung Wang,JMIR human factors. 2026 May 13. 13:e84161. doi: 10.2196/84161.
Establishment and Comparison of High-Throughput Immunoassays for Quantifying Clostridioides difficile Infection Biomarkers.,"Clostridioides difficile infection (CDI) is the leading cause of healthcare-associated diarrhea, most often occurring after antibiotic exposure. In this study, we established three immunoassays: indirect enzyme-linked immunosorbent assay (ELISA), sandwich ELISA, and fluorescence-linked immunosorbent assay (FLISA), using antibodies specific to the major virulence factors, toxin A (TcdA) and toxin B (TcdB). Indirect ELISA demonstrated high specificity with an overall assay time within 21 h, achieving sensitive detection of both toxins. Although more time- and resource-intensive (22 h), sandwich ELISA is advantageous for applications where pre-coated plates or ready-to-use membranes can reduce assay time. FLISA, using optimized fluorescent dye-conjugated antibodies, offered the most rapid workflow and simplest preparation, with potential for multiplex detection, though its sensitivity was lower than that of ELISA. All three assays were implemented in a 96-well plate format, which supported parallel sample processing, reduced turnaround times, and offered scalability for high-throughput applications. Depending on assay requirements, such as analytical sensitivity, turnaround time, and cost-effectiveness, these methods provide complementary approaches for the detection of TcdA and TcdB.",2026,2026,Biotechnology journal,Biotechnology journal,10.1002/biot.70238,https://pubmed.ncbi.nlm.nih.gov/42125966/,"['Clostridioides difficile infection', 'ELISA', 'FLISA', 'antibody', 'immunoassay']","['Clostridioides difficile', 'Bacterial Toxins', 'Enzyme-Linked Immunosorbent Assay', 'Bacterial Proteins', 'Enterotoxins', 'Clostridium Infections', 'Biomarkers', 'Humans', 'High-Throughput Screening Assays', 'Sensitivity and Specificity', 'Immunoassay']","['Hanool Yun', 'Na-Hyeon Kwon', 'Minhee Kang', 'Tae Yeul Kim', 'Hee-Jin Jeong']",42125966,Biotechnology journal. 2026 May. 21(5):e70238. doi: 10.1002/biot.70238.,13-05-2026,,,Hanool Yun,Biotechnology journal. 2026 May. 21(5):e70238. doi: 10.1002/biot.70238.
"Multidisciplinary Stakeholder Perspectives on the Design Needs of a Smart Walker for Fall Prevention Among Older Adults: A Qualitative Study in West Java, Indonesia.","Falls among older adults remain a critical patient safety concern globally. Conventional walkers frequently fail to accommodate end-user needs, particularly in low-to-middle-income country (LMIC) settings. Understanding stakeholder design requirements is essential for developing contextually appropriate, technology-enhanced assistive devices.",2026,2026,Journal of multidisciplinary healthcare,Journal of multidisciplinary healthcare,10.2147/JMDH.S605216,https://pubmed.ncbi.nlm.nih.gov/42125049/,"['allied health', 'assistive technology', 'design thinking', 'fall prevention', 'older adults', 'qualitative research', 'stakeholder perspectives', 'walker']",[],"['Dhika Dharmansyah', 'Laili Rahayuwati', 'Iqbal Pramukti', 'Kuswandewi Mutyara']",42125049,Journal of multidisciplinary healthcare. 2026. 19:605216. doi: 10.2147/JMDH.S605216.,13-05-2026,PMC13158261,,Dhika Dharmansyah,Journal of multidisciplinary healthcare. 2026. 19:605216. doi: 10.2147/JMDH.S605216.
Electrospun Cellulose Acetate Nanofibers for Healthcare Products: Towards Sensing Pads for Endometriosis.,"The need for reliable preventive medicine tools is growing, especially for diseases with long diagnostic delays, such as endometriosis, which can take several years to diagnose. In this context, cellulose acetate nanofibrous membranes were prepared via electrospinning, to create the absorbent core of a smart wearable in the form of a sanitary pad, intended to support electronic diagnostic devices. A multi-layered structure was opted for, with each layer acting in a specific way according to its position within the pad, regarding mainly absorbency and porosity. The membranes were ultralight and highly absorbent, with single membranes showing an absorbency of 20-70 times their initial weight, and multi-layered membranes 15-30 times. Morphological evaluation of the pad was used as the basis for the optimization of the fabrication parameters, while liquid absorption capacity confirmed the pad's high absorbency. Additionally, chemical and toxicological assessments indicated in vitro biocompatibility of the pad. The potential of the electrospinning process in the fabrication of menstrual hygiene pads is shown by these results. Future studies should focus on the integration of smart devices within the pad, as well as their functionality and effectiveness.",2026,2026,Polymers,Polymers,10.3390/polym18091036,https://pubmed.ncbi.nlm.nih.gov/42122666/,"['cellulose acetate', 'electrospinning', 'endometriosis', 'nanofibrous membrane', 'preventive medicine', 'toxicological safety']",[],"['Theofilos Giannopoulos', 'Danai E Prokopiou', 'Elias P Koumoulos']",42122666,Polymers. 2026 Apr 24. 18(9). doi: 10.3390/polym18091036.,13-05-2026,PMC13165042,,Theofilos Giannopoulos,Polymers. 2026 Apr 24. 18(9). doi: 10.3390/polym18091036.
Advanced Sensors for Real-Time Monitoring Applications ‖.,"In the world of electronics, sensors are more than just components-they are the eyes, ears, and touchpoints of modern technology. From self-driving cars that rely on LiDAR and ultrasonic sensors to navigate complex environments, smart watches that detect your every move and heartbeat, to advanced brain chip implants that can sense your thoughts and translate them into physical moves with the assistance of exoskeletons, sensors bridge the gap between the physical world and digital systems. The rapid arrival of advanced Artificial Intelligence (AI) and Large Language Models (LLMs) has transformed almost every part of technology, especially data processing. However, the development of sensors remains a vitally important topic. Sensors form the foundation of innovation in electronics; novel sensors provide reliable data across a broad range of application areas and are a foundation for intelligent systems. Notably, knowing the capabilities and limitations of each sensor type is crucial for selecting the right sensor for a specific application, troubleshooting issues, and optimizing system performance. This book, entitled ""Advanced Sensors for Real-Time Monitoring Applications II"", demonstrates developments of real sensors for a range of applications, including descriptions of fundamental principles of operation, concepts, theory, and practical validation of the results, as well as a review of current state-of-the-art and future directions.",2026,2026,"Sensors (Basel, Switzerland)","Sensors (Basel, Switzerland)",10.3390/s26092703,https://pubmed.ncbi.nlm.nih.gov/42122424/,"['PPG', 'biodegradable implants', 'biopotential', 'healthcare', 'heart rate', 'intelligent transportation systems', 'motion capture', 'photoacoustic spectroscopy', 'remote monitoring', 'residual cancer burden']","['Humans', 'Artificial Intelligence', 'Monitoring, Physiologic', 'Biosensing Techniques']","['Olga Korostynska', 'Alex Mason']",42122424,"Sensors (Basel, Switzerland). 2026 Apr 27. 26(9). doi: 10.3390/s26092703.",13-05-2026,PMC13165885,,Olga Korostynska,"Sensors (Basel, Switzerland). 2026 Apr 27. 26(9). doi: 10.3390/s26092703."
Integrative Multidimensional Machine Learning Models for Stroke Prognosis: Age-Stratified and History Engineered Perspectives.,,2026,2026,"Diagnostics (Basel, Switzerland)","Diagnostics (Basel, Switzerland)",10.3390/diagnostics16091348,https://pubmed.ncbi.nlm.nih.gov/42122050/,"['machine learning', 'multidimensional analysis', 'prognosis', 'stroke']",[],"['Gawon Lee', 'Sunyoung Kwon', 'Seung-Ho Shin', 'Chulho Kim', 'Jae Yong Yu']",42122050,"Diagnostics (Basel, Switzerland). 2026 Apr 29. 16(9). doi: 10.3390/diagnostics16091348.",13-05-2026,PMC13163306,,Gawon Lee,"Diagnostics (Basel, Switzerland). 2026 Apr 29. 16(9). doi: 10.3390/diagnostics16091348."
Toward Intelligent Emergency Triage: A Feasibility Study of Real-Time Facial Expression-Based Chest Pain Intensity Assessment.,,2026,2026,"Diagnostics (Basel, Switzerland)","Diagnostics (Basel, Switzerland)",10.3390/diagnostics16091346,https://pubmed.ncbi.nlm.nih.gov/42122048/,"['YOLO', 'deep learning', 'expression recognition', 'face detection', 'image recognition']",[],"['Yu-Tse Tsan', 'Rita Wiryasaputra', 'Yi-Jun Hsieh', 'Qi-Xiang Zhang', 'Hsing-Hung Liu', 'Chao-Tung Yang']",42122048,"Diagnostics (Basel, Switzerland). 2026 Apr 29. 16(9). doi: 10.3390/diagnostics16091346.",13-05-2026,PMC13163485,,Yu-Tse Tsan,"Diagnostics (Basel, Switzerland). 2026 Apr 29. 16(9). doi: 10.3390/diagnostics16091346."
